243	6.07233
244	6.07643
245	6.08051
246	6.08458
247	6.08863
248	6.09266
249	6.09668
250	6.10068
251	6.10466
252	6.10863
253	6.11258
254	6.11652
255	6.12044
256	6.12434
257	6.12824
258	6.13211
259	6.13597
260	6.13982
261	6.14365
262	6.14747
263	6.15127
264	6.15506
265	6.15883
266	6.16259
267	6.16634
268	6.17007
269	6.17378
270	6.17749
271	6.18118
272	6.18485
273	6.18852
274	6.19217
275	6.1958
276	6.19943
277	6.20304
278	6.20663
279	6.21022
280	6.21379
281	6.21735
282	6.22089
283	6.22443
284	6.22795
285	6.23146
286	6.23495
287	6.23844
288	6.24191
289	6.24537
290	6.24882
291	6.25226
292	6.25568
293	6.25909
294	6.2625
295	6.26588
296	6.26926
297	6.27263
298	6.27599
299	6.27933
300	6.28266
301	6.28599
302	6.2893
303	6.2926
304	6.29589
305	6.29917
306	6.30243
307	6.30569
308	6.30894
309	6.31217
310	6.3154
311	6.31862
312	6.32182
313	6.32502
314	6.3282
315	6.33137
316	6.33454
317	6.33769
318	6.34084
319	6.34397
320	6.3471
321	6.35021
322	6.35332
323	6.35642
324	6.3595
325	6.36258
326	6.36565
327	6.3687
328	6.37175
329	6.37479
330	6.37782
331	6.38084
332	6.38386
333	6.38686
334	6.38985
335	6.39284
336	6.39581
337	6.39878
338	6.40174
339	6.40469
340	6.40763
341	6.41056
342	6.41349
343	6.4164
344	6.41931
345	6.42221
346	6.4251
347	6.42798
348	6.43085
349	6.43372
350	6.43658
351	6.43943
352	6.44227
353	6.4451
354	6.44792
355	6.45074
356	6.45355
357	6.45635
358	6.45914
359	6.46193
360	6.46471
361	6.46748
362	6.47024
363	6.473
364	6.47574
365	6.47848
366	6.48121
367	6.48394
368	6.48666
369	6.48937
370	6.49207
371	6.49476
372	6.49745
373	6.50013
374	6.50281
375	6.50547
376	6.50813
377	6.51079
378	6.51343
379	6.51607
380	6.5187
381	6.52133
382	6.52394
383	6.52656
384	6.52916
385	6.53176
386	6.53435
387	6.53693
388	6.53951
389	6.54208
390	6.54464
391	6.5472
392	6.54975
393	6.5523
394	6.55484
395	6.55737
396	6.55989
397	6.56241
398	6.56492
399	6.56743
400	6.56993
401	6.57242
402	6.57491
403	6.57739
404	6.57987
405	6.58234
406	6.5848
407	6.58726
408	6.58971
409	6.59215
410	6.59459
411	6.59702
412	6.59945
413	6.60187
414	6.60429
415	6.6067
416	6.6091
417	6.6115
418	6.61389
419	6.61628
420	6.61866
421	6.62104
422	6.62341
423	6.62577
424	6.62813
425	6.63048
426	6.63283
427	6.63517
428	6.63751
429	6.63984
430	6.64216
431	6.64448
432	6.6468
433	6.64911
434	6.65141
435	6.65371
436	6.656
437	6.65829
438	6.66058
439	6.66285
440	6.66513
441	6.66739
442	6.66966
443	6.67191
444	6.67417
445	6.67641
446	6.67866
447	6.68089
448	6.68312
449	6.68535
450	6.68757
451	6.68979
452	6.692
453	6.69421
454	6.69641
455	6.69861
456	6.7008
457	6.70299
458	6.70518
459	6.70735
460	6.70953
461	6.7117
462	6.71386
463	6.71602
464	6.71818
465	6.72033
466	6.72247
467	6.72462
468	6.72675
469	6.72888
470	6.73101
471	6.73313
472	6.73525
473	6.73737
474	6.73948
475	6.74158
476	6.74368
477	6.74578
478	6.74787
479	6.74996
480	6.75204
481	6.75412
482	6.7562
483	6.75827
484	6.76033
485	6.7624
486	6.76445
487	6.76651
488	6.76856
489	6.7706
490	6.77264
491	6.77468
492	6.77671
493	6.77874
494	6.78076
495	6.78278
496	6.7848
497	6.78681
498	6.78882
499	6.79082
500	6.79282
501	6.79482
502	6.79681
503	6.7988
504	6.80078
505	6.80276
506	6.80474
507	6.80671
508	6.80868
509	6.81065
510	6.81261
511	6.81456
512	6.81652
513	6.81847
514	6.82041
515	6.82235
516	6.82429
517	6.82623
518	6.82816
519	6.83008
520	6.83201
521	6.83393
522	6.83584
523	6.83775
524	6.83966
525	6.84157
526	6.84347
527	6.84536
528	6.84726
529	6.84915
530	6.85104
531	6.85292
532	6.8548
533	6.85667
534	6.85855
535	6.86042
536	6.86228
537	6.86414
538	6.866
539	6.86786
540	6.86971
541	6.87156
542	6.8734
543	6.87525
544	6.87708
545	6.87892
546	6.88075
547	6.88258
548	6.8844
549	6.88622
550	6.88804
551	6.88986
552	6.89167
553	6.89348
554	6.89528
555	6.89708
556	6.89888
557	6.90068
558	6.90247
559	6.90426
560	6.90605
561	6.90783
562	6.90961
563	6.91138
564	6.91316
565	6.91493
566	6.91669
567	6.91846
568	6.92022
569	6.92197
570	6.92373
571	6.92548
572	6.92723
573	6.92897
574	6.93072
575	6.93246
576	6.93419
577	6.93592
578	6.93765
579	6.93938
580	6.94111
581	6.94283
582	6.94454
583	6.94626
584	6.94797
585	6.94968
586	6.95139
587	6.95309
588	6.95479
589	6.95649
590	6.95819
591	6.95988
592	6.96157
593	6.96325
594	6.96494
595	6.96662
596	6.9683
597	6.96997
598	6.97164
599	6.97331
600	6.97498
601	6.97664
602	6.9783
603	6.97996
604	6.98162
605	6.98327
606	6.98492
607	6.98657
608	6.98821
609	6.98985
610	6.99149
611	6.99313
612	6.99476
613	6.9964
614	6.99802
615	6.99965
616	7.00127
617	7.00289
618	7.00451
619	7.00613
620	7.00774
621	7.00935
622	7.01096
623	7.01256
624	7.01417
625	7.01577
626	7.01736
627	7.01896
628	7.02055
629	7.02214
630	7.02373
631	7.02531
632	7.0269
633	7.02848
634	7.03005
635	7.03163
636	7.0332
637	7.03477
638	7.03634
639	7.0379
640	7.03946
641	7.04102
642	7.04258
643	7.04414
644	7.04569
645	7.04724
646	7.04879
647	7.05033
648	7.05188
649	7.05342
650	7.05496
651	7.05649
652	7.05803
653	7.05956
654	7.06109
655	7.06261
656	7.06414
657	7.06566
658	7.06718
659	7.0687
660	7.07021
661	7.07173
662	7.07324
663	7.07474
664	7.07625
665	7.07775
666	7.07926
667	7.08076
668	7.08225
669	7.08375
670	7.08524
671	7.08673
672	7.08822
673	7.0897
674	7.09119
675	7.09267
676	7.09415
677	7.09563
678	7.0971
679	7.09857
680	7.10004
681	7.10151
682	7.10298
683	7.10444
684	7.1059
685	7.10736
686	7.10882
687	7.11028
688	7.11173
689	7.11318
690	7.11463
691	7.11608
692	7.11752
693	7.11897
694	7.12041
695	7.12185
696	7.12328
697	7.12472
698	7.12615
699	7.12758
700	7.12901
701	7.13044
702	7.13186
703	7.13328
704	7.1347
705	7.13612
706	7.13754
707	7.13895
708	7.14037
709	7.14178
710	7.14318
711	7.14459
712	7.146
713	7.1474
714	7.1488
715	7.1502
716	7.15159
717	7.15299
718	7.15438
719	7.15577
720	7.15716
721	7.15855
722	7.15993
723	7.16132
724	7.1627
725	7.16408
726	7.16545
727	7.16683
728	7.1682
729	7.16958
730	7.17094
731	7.17231
732	7.17368
733	7.17504
734	7.17641
735	7.17777
736	7.17912
737	7.18048
738	7.18184
739	7.18319
740	7.18454
741	7.18589
742	7.18724
743	7.18858
744	7.18993
745	7.19127
746	7.19261
747	7.19395
748	7.19529
749	7.19662
750	7.19796
751	7.19929
752	7.20062
753	7.20194
754	7.20327
755	7.2046
756	7.20592
757	7.20724
758	7.20856
759	7.20988
760	7.21119
761	7.21251
762	7.21382
763	7.21513
764	7.21644
765	7.21774
766	7.21905
767	7.22035
768	7.22166
769	7.22296
770	7.22426
771	7.22555
772	7.22685
773	7.22814
774	7.22943
775	7.23072
776	7.23201
777	7.2333
778	7.23458
779	7.23587
780	7.23715
781	7.23843
782	7.23971
783	7.24099
784	7.24226
785	7.24354
786	7.24481
787	7.24608
788	7.24735
789	7.24862
790	7.24988
791	7.25115
792	7.25241
793	7.25367
794	7.25493
795	7.25619
796	7.25744
797	7.2587
798	7.25995
799	7.2612
800	7.26245
801	7.2637
802	7.26495
803	7.26619
804	7.26744
805	7.26868
806	7.26992
807	7.27116
808	7.2724
809	7.27363
810	7.27487
811	7.2761
812	7.27733
813	7.27856
814	7.27979
815	7.28102
816	7.28224
817	7.28347
818	7.28469
819	7.28591
820	7.28713
821	7.28835
822	7.28956
823	7.29078
824	7.29199
825	7.2932
826	7.29442
827	7.29562
828	7.29683
829	7.29804
830	7.29924
831	7.30045
832	7.30165
833	7.30285
834	7.30405
835	7.30525
836	7.30644
837	7.30764
838	7.30883
839	7.31002
840	7.31121
841	7.3124
842	7.31359
843	7.31478
844	7.31596
845	7.31714
846	7.31833
847	7.31951
848	7.32069
849	7.32186
850	7.32304
851	7.32422
852	7.32539
853	7.32656
854	7.32773
855	7.3289
856	7.33007
857	7.33124
858	7.3324
859	7.33357
860	7.33473
861	7.33589
862	7.33705
863	7.33821
864	7.33937
865	7.34052
866	7.34168
867	7.34283
868	7.34398
869	7.34513
870	7.34628
871	7.34743
872	7.34858
873	7.34972
874	7.35087
875	7.35201
876	7.35315
877	7.35429
878	7.35543
879	7.35657
880	7.35771
881	7.35884
882	7.35997
883	7.36111
884	7.36224
885	7.36337
886	7.3645
887	7.36562
888	7.36675
889	7.36788
890	7.369
891	7.37012
892	7.37124
893	7.37236
894	7.37348
895	7.3746
896	7.37571
897	7.37683
898	7.37794
899	7.37905
900	7.38017
901	7.38128
902	7.38238
903	7.38349
904	7.3846
905	7.3857
906	7.38681
907	7.38791
908	7.38901
909	7.39011
910	7.39121
911	7.39231
912	7.3934
913	7.3945
914	7.39559
915	7.39669
916	7.39778
917	7.39887
918	7.39996
919	7.40105
920	7.40213
921	7.40322
922	7.4043
923	7.40539
924	7.40647
925	7.40755
926	7.40863
927	7.40971
928	7.41079
929	7.41186
930	7.41294
931	7.41401
932	7.41508
933	7.41616
934	7.41723
935	7.4183
936	7.41937
937	7.42043
938	7.4215
939	7.42256
940	7.42363
941	7.42469
942	7.42575
943	7.42681
944	7.42787
945	7.42893
946	7.42999
947	7.43104
948	7.4321
949	7.43315
950	7.4342
951	7.43526
952	7.43631
953	7.43736
954	7.4384
955	7.43945
956	7.4405
957	7.44154
958	7.44259
959	7.44363
960	7.44467
961	7.44571
962	7.44675
963	7.44779
964	7.44883
965	7.44986
966	7.4509
967	7.45193
968	7.45296
969	7.454
970	7.45503
971	7.45606
972	7.45709
973	7.45811
974	7.45914
975	7.46017
976	7.46119
977	7.46221
978	7.46324
979	7.46426
980	7.46528
981	7.4663
982	7.46732
983	7.46833
984	7.46935
985	7.47036
986	7.47138
987	7.47239
988	7.4734
989	7.47442
990	7.47543
991	7.47643
992	7.47744
993	7.47845
994	7.47946
995	7.48046
996	7.48146
997	7.48247
998	7.48347
999	7.48447
